node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
C1QB	SERPING1	9606.ENSP00000313967	9606.ENSP00000278407	0	0	0	0	0.339	0.051	0.900	0.728	0.980
C1QB	CSF1R	9606.ENSP00000313967	9606.ENSP00000286301	0	0	0	0	0.659	0	0	0.378	0.779
C1QB	FCER1G	9606.ENSP00000313967	9606.ENSP00000289902	0	0	0	0	0.536	0	0	0.418	0.718
C1QB	C2	9606.ENSP00000313967	9606.ENSP00000299367	0	0	0	0	0.382	0.051	0.900	0.502	0.966
C1QB	MASP2	9606.ENSP00000313967	9606.ENSP00000383690	0	0	0	0	0.055	0.625	0.400	0.370	0.848
C1QB	LOC102723407	9606.ENSP00000313967	9606.ENSP00000478289	0	0	0	0	0	0	0.900	0.129	0.909
C1QB	VSIG4	9606.ENSP00000313967	9606.ENSP00000363869	0	0	0	0	0.940	0	0	0.390	0.961
C1QB	C4B	9606.ENSP00000313967	9606.ENSP00000415941	0	0	0	0	0.120	0	0.900	0.679	0.969
C1QB	C4A	9606.ENSP00000313967	9606.ENSP00000396688	0	0	0	0	0.109	0	0.900	0.728	0.973
C1QB	C1S	9606.ENSP00000313967	9606.ENSP00000385035	0	0	0	0	0.174	0.625	0.900	0.880	0.995
C1QB	C1R	9606.ENSP00000313967	9606.ENSP00000444271	0	0	0	0	0.183	0.625	0.900	0.879	0.995
C1QB	C1QC	9606.ENSP00000313967	9606.ENSP00000363770	0	0	0.077	0.925	0.999	0.928	0.900	0.983	0.999
C1QBP	CD209	9606.ENSP00000225698	9606.ENSP00000315477	0	0	0	0	0.077	0	0	0.771	0.779
C1QBP	SERPING1	9606.ENSP00000225698	9606.ENSP00000278407	0	0	0	0	0.098	0.292	0.500	0.448	0.800
C1QBP	PTPN22	9606.ENSP00000225698	9606.ENSP00000352833	0	0	0	0	0.060	0	0	0.942	0.943
C1QC	TYROBP	9606.ENSP00000363770	9606.ENSP00000262629	0	0	0	0	0.523	0	0	0.446	0.724
C1QC	SERPING1	9606.ENSP00000363770	9606.ENSP00000278407	0	0	0	0	0.310	0	0.900	0.463	0.959
C1QC	CSF1R	9606.ENSP00000363770	9606.ENSP00000286301	0	0	0	0	0.556	0	0	0.587	0.809
C1QC	C2	9606.ENSP00000363770	9606.ENSP00000299367	0	0	0	0	0.262	0	0.900	0.303	0.944
C1QC	COLEC11	9606.ENSP00000363770	9606.ENSP00000411770	0	0	0.451	0	0	0	0.400	0.240	0.727
C1QC	LOC102723407	9606.ENSP00000363770	9606.ENSP00000478289	0	0	0	0	0	0.045	0.900	0.119	0.908
C1QC	VSIG4	9606.ENSP00000363770	9606.ENSP00000363869	0	0	0	0	0.920	0	0	0.323	0.943
C1QC	C4B	9606.ENSP00000363770	9606.ENSP00000415941	0	0	0	0	0.169	0	0.900	0.640	0.967
C1QC	C4A	9606.ENSP00000363770	9606.ENSP00000396688	0	0	0	0	0.167	0	0.900	0.701	0.972
C1QC	C1S	9606.ENSP00000363770	9606.ENSP00000385035	0	0	0	0	0.164	0	0.900	0.920	0.992
C1QC	C1R	9606.ENSP00000363770	9606.ENSP00000444271	0	0	0	0	0.149	0	0.900	0.933	0.993
C1R	C3	9606.ENSP00000444271	9606.ENSP00000245907	0	0	0	0	0.480	0.288	0	0.839	0.935
C1R	CFP	9606.ENSP00000444271	9606.ENSP00000247153	0	0	0	0	0.047	0.125	0	0.739	0.763
C1R	FCN3	9606.ENSP00000444271	9606.ENSP00000270879	0	0	0	0	0.072	0	0.400	0.650	0.788
C1R	SERPING1	9606.ENSP00000444271	9606.ENSP00000278407	0	0	0	0	0.510	0.609	0.900	0.999	0.999
C1R	FCN2	9606.ENSP00000444271	9606.ENSP00000291744	0	0	0	0	0	0	0.400	0.724	0.827
C1R	C2	9606.ENSP00000444271	9606.ENSP00000299367	0	0	0	0	0.168	0	0.900	0.488	0.953
C1R	CFH	9606.ENSP00000444271	9606.ENSP00000356399	0	0	0	0	0.442	0	0	0.732	0.844
C1R	C8G	9606.ENSP00000444271	9606.ENSP00000360697	0	0	0	0	0.091	0.053	0	0.697	0.717
C1R	FCN1	9606.ENSP00000444271	9606.ENSP00000360871	0	0	0	0	0.044	0	0.400	0.695	0.809
C1R	MBL2	9606.ENSP00000444271	9606.ENSP00000363079	0	0	0	0	0.106	0.046	0.400	0.823	0.897
C1R	C1S	9606.ENSP00000444271	9606.ENSP00000385035	0	0	0.094	0.875	0.999	0.983	0.900	0.985	0.999
C1R	C4A	9606.ENSP00000444271	9606.ENSP00000396688	0	0	0	0	0.168	0.288	0.900	0.867	0.991
C1R	COLEC11	9606.ENSP00000444271	9606.ENSP00000411770	0	0	0	0	0.067	0.046	0.400	0.753	0.850
C1R	C4B	9606.ENSP00000444271	9606.ENSP00000415941	0	0	0	0	0.139	0.288	0.900	0.875	0.991
C1R	LOC102723407	9606.ENSP00000444271	9606.ENSP00000478289	0	0	0	0	0	0.178	0.900	0.109	0.920
C1S	C3	9606.ENSP00000385035	9606.ENSP00000245907	0	0	0	0	0.434	0.288	0	0.791	0.908
C1S	CFP	9606.ENSP00000385035	9606.ENSP00000247153	0	0	0	0	0.044	0.125	0	0.746	0.769
C1S	FCN3	9606.ENSP00000385035	9606.ENSP00000270879	0	0	0	0	0.072	0	0.400	0.710	0.824
C1S	SERPING1	9606.ENSP00000385035	9606.ENSP00000278407	0	0	0	0	0.441	0.694	0.900	0.999	0.999
C1S	FCN2	9606.ENSP00000385035	9606.ENSP00000291744	0	0	0	0	0	0	0.400	0.737	0.835
C1S	C2	9606.ENSP00000385035	9606.ENSP00000299367	0	0	0	0.560	0.152	0.292	0.900	0.273	0.950
C1S	CLU	9606.ENSP00000385035	9606.ENSP00000315130	0	0	0	0	0.226	0	0	0.678	0.740
C1S	C4BPA	9606.ENSP00000385035	9606.ENSP00000356037	0	0	0	0	0.108	0.046	0	0.681	0.705
C1S	CFH	9606.ENSP00000385035	9606.ENSP00000356399	0	0	0	0	0.353	0	0	0.621	0.744
C1S	FCN1	9606.ENSP00000385035	9606.ENSP00000360871	0	0	0	0	0.044	0	0.400	0.712	0.820
C1S	MBL2	9606.ENSP00000385035	9606.ENSP00000363079	0	0	0	0	0.107	0.046	0.400	0.822	0.897
C1S	MASP2	9606.ENSP00000385035	9606.ENSP00000383690	0	0	0.070	0.870	0.141	0	0.400	0.454	0.703
C1S	COLEC11	9606.ENSP00000385035	9606.ENSP00000411770	0	0	0	0	0.067	0.046	0.400	0.754	0.851
C1S	LOC102723407	9606.ENSP00000385035	9606.ENSP00000478289	0	0	0	0	0	0.178	0.900	0.157	0.924
C1S	C4B	9606.ENSP00000385035	9606.ENSP00000415941	0	0	0	0	0.115	0.288	0.900	0.915	0.993
C1S	C4A	9606.ENSP00000385035	9606.ENSP00000396688	0	0	0	0	0.128	0.288	0.900	0.902	0.993
C2	C5	9606.ENSP00000299367	9606.ENSP00000223642	0	0	0	0	0.152	0.126	0.500	0.532	0.803
C2	C3	9606.ENSP00000299367	9606.ENSP00000245907	0	0	0	0	0.184	0.126	0.900	0.729	0.978
C2	CFB	9606.ENSP00000299367	9606.ENSP00000416561	0	0	0.066	0.878	0.308	0	0.540	0.142	0.710
C2	CD46	9606.ENSP00000299367	9606.ENSP00000313875	0	0	0	0	0	0.046	0.500	0.521	0.751
C2	CFI	9606.ENSP00000299367	9606.ENSP00000378131	0	0	0	0	0.177	0	0.500	0.696	0.864
C2	CFH	9606.ENSP00000299367	9606.ENSP00000356399	0	0	0	0	0.141	0	0	0.862	0.876
C2	CD55	9606.ENSP00000299367	9606.ENSP00000356030	0	0	0	0	0	0.482	0.500	0.701	0.916
C2	MASP2	9606.ENSP00000299367	9606.ENSP00000383690	0	0	0	0.558	0.103	0	0.900	0.232	0.925
C2	MBL2	9606.ENSP00000299367	9606.ENSP00000363079	0	0	0	0	0.116	0.046	0.900	0.439	0.946
C2	C4A	9606.ENSP00000299367	9606.ENSP00000396688	0	0	0	0	0.131	0.126	0.800	0.732	0.953
C2	C4B	9606.ENSP00000299367	9606.ENSP00000415941	0	0	0	0	0.127	0.553	0.800	0.723	0.975
C3	C5	9606.ENSP00000245907	9606.ENSP00000223642	0	0	0	0.747	0.123	0.292	0.900	0.635	0.974
C3	LTF	9606.ENSP00000245907	9606.ENSP00000231751	0	0	0	0	0.111	0	0	0.688	0.711
C3	CD19	9606.ENSP00000245907	9606.ENSP00000313419	0	0	0	0	0.045	0	0.500	0.434	0.706
C3	C8B	9606.ENSP00000245907	9606.ENSP00000360281	0	0	0	0	0.100	0.069	0	0.710	0.736
C3	COLEC11	9606.ENSP00000245907	9606.ENSP00000411770	0	0	0	0	0.056	0	0.540	0.580	0.802
C3	CLU	9606.ENSP00000245907	9606.ENSP00000315130	0	0	0	0	0.199	0	0	0.764	0.803
C3	C8A	9606.ENSP00000245907	9606.ENSP00000354458	0	0	0	0	0.115	0.045	0	0.799	0.816
C3	C4BPA	9606.ENSP00000245907	9606.ENSP00000356037	0	0	0	0	0.134	0	0	0.798	0.817
C3	FCN1	9606.ENSP00000245907	9606.ENSP00000360871	0	0	0	0	0.070	0	0.540	0.645	0.835
C3	FCN3	9606.ENSP00000245907	9606.ENSP00000270879	0	0	0	0	0.074	0	0.540	0.664	0.844
C3	FCN2	9606.ENSP00000245907	9606.ENSP00000291744	0	0	0	0	0.057	0	0.540	0.705	0.860
C3	HP	9606.ENSP00000245907	9606.ENSP00000348170	0	0	0	0	0.214	0.123	0	0.816	0.862
C3	MASP2	9606.ENSP00000245907	9606.ENSP00000383690	0	0	0	0	0.087	0.322	0.540	0.721	0.910
C3	MBL2	9606.ENSP00000245907	9606.ENSP00000363079	0	0	0	0	0.112	0	0.540	0.851	0.934
C3	SERPING1	9606.ENSP00000245907	9606.ENSP00000278407	0	0	0	0	0.245	0.329	0	0.916	0.954
C3	C4A	9606.ENSP00000245907	9606.ENSP00000396688	0	0	0	0.741	0.174	0	0.900	0.987	0.998
C3	C4B	9606.ENSP00000245907	9606.ENSP00000415941	0	0	0	0.744	0.148	0	0.900	0.986	0.998
C3	CFD	9606.ENSP00000245907	9606.ENSP00000468253	0	0	0	0	0.081	0.817	0.900	0.944	0.998
C3	CFP	9606.ENSP00000245907	9606.ENSP00000247153	0	0	0	0	0.113	0.960	0.900	0.999	0.999
C3	CR1	9606.ENSP00000245907	9606.ENSP00000356016	0	0	0	0	0.059	0.969	0.700	0.999	0.999
C3	CD46	9606.ENSP00000245907	9606.ENSP00000313875	0	0	0	0	0	0.977	0.700	0.999	0.999
C3	CFI	9606.ENSP00000245907	9606.ENSP00000378131	0	0	0	0	0.219	0.987	0.900	0.969	0.999
C3	ITGAM	9606.ENSP00000245907	9606.ENSP00000496959	0	0	0	0	0.054	0.926	0.900	0.915	0.999
C3	CR2	9606.ENSP00000245907	9606.ENSP00000356024	0	0	0	0	0.063	0.971	0.700	0.983	0.999
C3	VSIG4	9606.ENSP00000245907	9606.ENSP00000363869	0	0	0	0	0.087	0.937	0	0.998	0.999
C3	CFH	9606.ENSP00000245907	9606.ENSP00000356399	0	0	0	0	0.217	0.991	0.900	0.999	0.999
C3	CD55	9606.ENSP00000245907	9606.ENSP00000356030	0	0	0	0	0.069	0.900	0.700	0.994	0.999
C3	CFB	9606.ENSP00000245907	9606.ENSP00000416561	0	0	0	0	0.374	0.987	0.900	0.999	0.999
C4A	C5	9606.ENSP00000396688	9606.ENSP00000223642	0	0	0	0.684	0.119	0	0.500	0.512	0.766
C4A	C4BPB	9606.ENSP00000396688	9606.ENSP00000243611	0	0	0	0	0.067	0	0.900	0.960	0.995
C4A	CFP	9606.ENSP00000396688	9606.ENSP00000247153	0	0	0	0	0.096	0	0	0.718	0.734
C4A	FCN3	9606.ENSP00000396688	9606.ENSP00000270879	0	0	0	0	0.087	0	0.400	0.609	0.767
C4A	SERPING1	9606.ENSP00000396688	9606.ENSP00000278407	0	0	0	0	0.214	0	0	0.853	0.879
C4A	FCN2	9606.ENSP00000396688	9606.ENSP00000291744	0	0	0	0	0.059	0	0.400	0.660	0.791
C4A	CD46	9606.ENSP00000396688	9606.ENSP00000313875	0	0	0	0	0	0	0.700	0.996	0.998
C4A	HP	9606.ENSP00000396688	9606.ENSP00000348170	0	0	0	0	0.188	0.123	0	0.764	0.817
C4A	HLA-DRB1	9606.ENSP00000396688	9606.ENSP00000353099	0	0	0	0	0.069	0	0	0.754	0.761
C4A	C8A	9606.ENSP00000396688	9606.ENSP00000354458	0	0	0	0	0.118	0.045	0	0.907	0.915
C4A	CR1	9606.ENSP00000396688	9606.ENSP00000356016	0	0	0	0	0.057	0	0.700	0.998	0.999
C4A	CD55	9606.ENSP00000396688	9606.ENSP00000356030	0	0	0	0	0.098	0	0.700	0.985	0.995
C4A	C4BPA	9606.ENSP00000396688	9606.ENSP00000356037	0	0	0	0	0.131	0	0.900	0.984	0.998
C4A	CFH	9606.ENSP00000396688	9606.ENSP00000356399	0	0	0	0	0.117	0.045	0	0.962	0.965
C4A	C8B	9606.ENSP00000396688	9606.ENSP00000360281	0	0	0	0	0.106	0.069	0	0.784	0.805
C4A	FCN1	9606.ENSP00000396688	9606.ENSP00000360871	0	0	0	0	0.057	0	0.400	0.584	0.744
C4A	MBL2	9606.ENSP00000396688	9606.ENSP00000363079	0	0	0	0	0.092	0	0.900	0.810	0.981
C4A	CFI	9606.ENSP00000396688	9606.ENSP00000378131	0	0	0	0	0.149	0.123	0.500	0.871	0.945
C4A	HLA-A	9606.ENSP00000396688	9606.ENSP00000379873	0	0	0	0	0.067	0	0	0.755	0.761
C4A	MASP2	9606.ENSP00000396688	9606.ENSP00000383690	0	0	0	0	0.074	0.828	0.900	0.852	0.997
C4A	COLEC11	9606.ENSP00000396688	9606.ENSP00000411770	0	0	0	0	0.058	0	0.400	0.513	0.701
C4A	HLA-B	9606.ENSP00000396688	9606.ENSP00000399168	0	0	0	0	0.083	0	0	0.870	0.875
C4A	CFB	9606.ENSP00000396688	9606.ENSP00000416561	0	0	0	0	0.232	0.126	0.540	0.916	0.970
C4A	C4B	9606.ENSP00000396688	9606.ENSP00000415941	0	0	0.046	0.988	0.819	0.623	0.900	0.982	0.999
C4B	C5	9606.ENSP00000415941	9606.ENSP00000223642	0	0	0	0.685	0.103	0	0.500	0.451	0.732
C4B	C4BPB	9606.ENSP00000415941	9606.ENSP00000243611	0	0	0	0	0.067	0	0.900	0.953	0.995
C4B	CFP	9606.ENSP00000415941	9606.ENSP00000247153	0	0	0	0	0.096	0	0	0.693	0.710
C4B	FCN3	9606.ENSP00000415941	9606.ENSP00000270879	0	0	0	0	0.088	0	0.400	0.575	0.747
C4B	SERPING1	9606.ENSP00000415941	9606.ENSP00000278407	0	0	0	0	0.177	0	0	0.716	0.756
C4B	FCN2	9606.ENSP00000415941	9606.ENSP00000291744	0	0	0	0	0.075	0	0.400	0.623	0.772
C4B	CD46	9606.ENSP00000415941	9606.ENSP00000313875	0	0	0	0	0	0	0.700	0.996	0.998
C4B	CR1	9606.ENSP00000415941	9606.ENSP00000356016	0	0	0	0	0.057	0	0.700	0.999	0.999
C4B	CD55	9606.ENSP00000415941	9606.ENSP00000356030	0	0	0	0	0.098	0	0.700	0.974	0.992
C4B	C4BPA	9606.ENSP00000415941	9606.ENSP00000356037	0	0	0	0	0.126	0	0.900	0.986	0.998
C4B	CFH	9606.ENSP00000415941	9606.ENSP00000356399	0	0	0	0	0.115	0.045	0	0.947	0.951
C4B	FCN1	9606.ENSP00000415941	9606.ENSP00000360871	0	0	0	0	0.057	0	0.400	0.545	0.720
C4B	MBL2	9606.ENSP00000415941	9606.ENSP00000363079	0	0	0	0	0.087	0	0.900	0.703	0.970
C4B	CFI	9606.ENSP00000415941	9606.ENSP00000378131	0	0	0	0	0.108	0.123	0.500	0.897	0.954
C4B	MASP2	9606.ENSP00000415941	9606.ENSP00000383690	0	0	0	0	0.074	0.662	0.900	0.844	0.994
C4B	CFB	9606.ENSP00000415941	9606.ENSP00000416561	0	0	0	0	0.196	0.126	0.540	0.858	0.948
C4BPA	C4BPB	9606.ENSP00000356037	9606.ENSP00000243611	0	0.201	0.147	0.639	0.232	0	0.900	0.657	0.978
C4BPA	CFI	9606.ENSP00000356037	9606.ENSP00000378131	0	0	0	0	0.149	0.046	0.500	0.600	0.816
C4BPB	C8A	9606.ENSP00000243611	9606.ENSP00000354458	0	0	0	0	0.117	0	0	0.744	0.764
C4BPB	CFI	9606.ENSP00000243611	9606.ENSP00000378131	0	0	0	0	0.085	0.046	0.500	0.620	0.812
C5	CFB	9606.ENSP00000223642	9606.ENSP00000416561	0	0	0	0	0.151	0.126	0.400	0.553	0.774
C5	CFH	9606.ENSP00000223642	9606.ENSP00000356399	0	0	0	0	0.108	0	0	0.811	0.824
C5	C8G	9606.ENSP00000223642	9606.ENSP00000360697	0	0	0	0	0.211	0.962	0.900	0.367	0.997
C5	C8A	9606.ENSP00000223642	9606.ENSP00000354458	0	0	0	0	0.262	0.962	0.900	0.909	0.999
C5	C6	9606.ENSP00000223642	9606.ENSP00000263413	0	0	0	0	0.269	0.981	0.900	0.440	0.999
C5	C9	9606.ENSP00000223642	9606.ENSP00000263408	0	0	0	0	0.291	0.981	0.900	0.751	0.999
C5	C7	9606.ENSP00000223642	9606.ENSP00000322061	0	0	0	0	0.060	0.982	0.900	0.687	0.999
C5	C8B	9606.ENSP00000223642	9606.ENSP00000360281	0	0	0	0	0.152	0.982	0.900	0.671	0.999
C6	C9	9606.ENSP00000263413	9606.ENSP00000263408	0	0	0	0.726	0.353	0.900	0.900	0.456	0.996
C6	IGHV3-43D	9606.ENSP00000263413	9606.ENSP00000481152	0	0	0	0	0.055	0.900	0	0.084	0.905
C6	C8B	9606.ENSP00000263413	9606.ENSP00000360281	0	0	0	0.778	0.213	0.800	0.900	0.137	0.984
C6	C8A	9606.ENSP00000263413	9606.ENSP00000354458	0	0	0	0.805	0.277	0.800	0.900	0.118	0.985
C6	C8G	9606.ENSP00000263413	9606.ENSP00000360697	0	0	0	0	0.155	0.900	0.900	0.450	0.994
C6	C7	9606.ENSP00000263413	9606.ENSP00000322061	0	0	0	0.804	0.221	0.900	0.900	0.465	0.995
C7	C9	9606.ENSP00000322061	9606.ENSP00000263408	0	0	0	0.716	0.228	0.800	0.900	0.247	0.986
C7	CLU	9606.ENSP00000322061	9606.ENSP00000315130	0	0	0	0	0.149	0.292	0.500	0.553	0.847
C7	C8A	9606.ENSP00000322061	9606.ENSP00000354458	0	0	0	0.767	0.201	0.800	0.900	0.129	0.984
C7	C8B	9606.ENSP00000322061	9606.ENSP00000360281	0	0	0	0.733	0.123	0.900	0.900	0.145	0.991
C7	C8G	9606.ENSP00000322061	9606.ENSP00000360697	0	0	0	0	0.140	0.900	0.900	0.405	0.994
C8A	C9	9606.ENSP00000354458	9606.ENSP00000263408	0	0	0	0.774	0.581	0.925	0.900	0.217	0.997
C8A	FGA	9606.ENSP00000354458	9606.ENSP00000498441	0	0	0	0	0.607	0	0	0.397	0.753
C8A	C8B	9606.ENSP00000354458	9606.ENSP00000360281	0	0	0.074	0.830	0.785	0.900	0.900	0.836	0.999
C8A	C8G	9606.ENSP00000354458	9606.ENSP00000360697	0	0	0	0	0.297	0.926	0.900	0.984	0.999
C8B	C9	9606.ENSP00000360281	9606.ENSP00000263408	0	0	0	0.732	0.396	0.806	0.900	0.242	0.989
C8B	CLU	9606.ENSP00000360281	9606.ENSP00000315130	0	0	0	0	0.086	0.292	0.500	0.375	0.770
C8B	C8G	9606.ENSP00000360281	9606.ENSP00000360697	0	0	0	0	0.150	0.900	0.900	0.980	0.999
C8G	C9	9606.ENSP00000360697	9606.ENSP00000263408	0	0	0	0	0.278	0.800	0.900	0.421	0.990
C9	FGB	9606.ENSP00000263408	9606.ENSP00000306099	0	0	0	0	0.575	0	0	0.328	0.702
C9	CFI	9606.ENSP00000263408	9606.ENSP00000378131	0	0	0	0	0.268	0	0	0.616	0.707
C9	FGA	9606.ENSP00000263408	9606.ENSP00000498441	0	0	0	0	0.611	0	0	0.336	0.731
C9	CLU	9606.ENSP00000263408	9606.ENSP00000315130	0	0	0	0	0.099	0.295	0.500	0.437	0.797
CADM1	CRTAM	9606.ENSP00000329797	9606.ENSP00000227348	0	0	0	0.618	0.043	0.946	0	0.988	0.999
CADM1	HAVCR2	9606.ENSP00000329797	9606.ENSP00000312002	0	0	0	0	0.042	0	0	0.988	0.988
CADM1	CD8A	9606.ENSP00000329797	9606.ENSP00000386559	0	0	0	0	0.049	0.064	0	0.740	0.748
CARD9	RIPK2	9606.ENSP00000360797	9606.ENSP00000220751	0	0	0	0	0.099	0.041	0.900	0.713	0.971
CARD9	NOD1	9606.ENSP00000360797	9606.ENSP00000222823	0	0	0	0	0.138	0	0.500	0.563	0.795
CARD9	PYCARD	9606.ENSP00000360797	9606.ENSP00000247470	0	0	0	0	0.141	0.292	0	0.659	0.774
CARD9	FCER1G	9606.ENSP00000360797	9606.ENSP00000289902	0	0	0	0	0.118	0	0	0.796	0.812
CARD9	CLEC4E	9606.ENSP00000360797	9606.ENSP00000299663	0	0	0	0	0.085	0	0	0.871	0.877
CARD9	CLEC4D	9606.ENSP00000360797	9606.ENSP00000299665	0	0	0	0	0.072	0	0	0.706	0.715
CARD9	NOD2	9606.ENSP00000360797	9606.ENSP00000300589	0	0	0	0	0.153	0	0.500	0.989	0.995
CARD9	CLEC7A	9606.ENSP00000360797	9606.ENSP00000302569	0	0	0	0	0.094	0	0	0.971	0.973
CARD9	IL23R	9606.ENSP00000360797	9606.ENSP00000321345	0	0	0	0	0	0	0	0.709	0.709
CARD9	NLRP3	9606.ENSP00000360797	9606.ENSP00000337383	0	0	0	0	0.101	0	0	0.739	0.756
CARD9	TLR4	9606.ENSP00000360797	9606.ENSP00000363089	0	0	0	0	0.138	0	0	0.721	0.749
CARD9	TRAF6	9606.ENSP00000360797	9606.ENSP00000433623	0	0	0	0	0.098	0	0	0.744	0.759
CARD9	IFIH1	9606.ENSP00000360797	9606.ENSP00000497271	0	0	0	0	0.129	0	0	0.742	0.765
CARD9	DDX58	9606.ENSP00000360797	9606.ENSP00000369213	0	0	0	0	0.105	0.047	0	0.833	0.845
CARD9	MYD88	9606.ENSP00000360797	9606.ENSP00000498321	0	0	0	0	0.123	0.071	0	0.828	0.847
CARD9	CLEC6A	9606.ENSP00000360797	9606.ENSP00000371505	0	0	0	0	0	0	0	0.922	0.922
CARD9	IRF3	9606.ENSP00000360797	9606.ENSP00000471896	0	0	0	0	0.051	0	0.900	0.383	0.936
CARD9	SYK	9606.ENSP00000360797	9606.ENSP00000364898	0	0	0	0	0.097	0.041	0.900	0.997	0.999
CASP4	MEFV	9606.ENSP00000388566	9606.ENSP00000219596	0	0	0	0	0.060	0.050	0.540	0.404	0.722
CASP4	NOD1	9606.ENSP00000388566	9606.ENSP00000222823	0	0	0	0	0.111	0.294	0.500	0.412	0.791
CASP4	PYCARD	9606.ENSP00000388566	9606.ENSP00000247470	0	0	0	0	0.179	0.094	0.540	0.613	0.850
CASP4	NLRP6	9606.ENSP00000388566	9606.ENSP00000309767	0	0	0	0	0.072	0	0.540	0.720	0.870
CASP4	NLRP3	9606.ENSP00000388566	9606.ENSP00000337383	0	0	0	0	0.114	0.062	0.540	0.564	0.811
CASP4	NLRC4	9606.ENSP00000388566	9606.ENSP00000385428	0	0	0	0	0.090	0.070	0.540	0.862	0.939
CASP4	NAIP	9606.ENSP00000388566	9606.ENSP00000428657	0	0	0	0	0.137	0.184	0.540	0.390	0.776
CASP4	NLRP1	9606.ENSP00000388566	9606.ENSP00000460475	0	0	0	0	0.098	0	0.540	0.749	0.887
CASP4	GSDMD	9606.ENSP00000388566	9606.ENSP00000433209	0	0	0	0	0.155	0.943	0.900	0.738	0.998
CD14	LBP	9606.ENSP00000385519	9606.ENSP00000217407	0	0	0	0	0.057	0.625	0.600	0.945	0.991
CD14	TLR2	9606.ENSP00000385519	9606.ENSP00000260010	0	0	0	0	0.485	0.541	0.900	0.706	0.992
CD14	TYROBP	9606.ENSP00000385519	9606.ENSP00000262629	0	0	0	0	0.796	0	0	0.138	0.817
CD14	LY96	9606.ENSP00000385519	9606.ENSP00000284818	0	0	0	0	0.202	0	0.900	0.743	0.977
CD14	CSF1R	9606.ENSP00000385519	9606.ENSP00000286301	0	0	0	0	0.767	0	0	0.192	0.803
CD14	FCER1G	9606.ENSP00000385519	9606.ENSP00000289902	0	0	0	0	0.716	0	0	0.049	0.718
CD14	S100A8	9606.ENSP00000385519	9606.ENSP00000357721	0	0	0	0	0.420	0	0.500	0.197	0.746
CD14	S100A9	9606.ENSP00000385519	9606.ENSP00000357727	0	0	0	0	0.437	0	0.500	0.239	0.767
CD14	TLR4	9606.ENSP00000385519	9606.ENSP00000363089	0	0	0	0	0.345	0	0.900	0.939	0.995
CD14	ITGAM	9606.ENSP00000385519	9606.ENSP00000496959	0	0	0	0	0.338	0	0.500	0.308	0.750
CD14	TRIL	9606.ENSP00000385519	9606.ENSP00000479256	0	0	0	0	0.048	0	0.900	0	0.900
CD160	LAG3	9606.ENSP00000358294	9606.ENSP00000203629	0	0	0	0	0.204	0	0	0.795	0.830
CD160	KLRG1	9606.ENSP00000358294	9606.ENSP00000266551	0	0	0	0	0.348	0	0	0.771	0.845
CD160	HAVCR2	9606.ENSP00000358294	9606.ENSP00000312002	0	0	0	0	0.118	0	0	0.771	0.789
CD160	PDCD1	9606.ENSP00000358294	9606.ENSP00000335062	0	0	0	0	0.099	0	0	0.766	0.780
CD160	TNFRSF14	9606.ENSP00000358294	9606.ENSP00000347948	0	0	0	0	0.042	0.188	0	0.998	0.998
CD160	CD244	9606.ENSP00000358294	9606.ENSP00000357012	0	0	0	0	0.259	0	0	0.774	0.825
CD160	CTLA4	9606.ENSP00000358294	9606.ENSP00000497102	0	0	0	0	0.101	0	0	0.704	0.723
CD160	HLA-B	9606.ENSP00000358294	9606.ENSP00000399168	0	0	0	0	0	0	0.500	0.572	0.776
CD160	HLA-E	9606.ENSP00000358294	9606.ENSP00000365817	0	0	0	0	0.042	0	0.500	0.571	0.776
CD160	CD8A	9606.ENSP00000358294	9606.ENSP00000386559	0	0	0	0	0.311	0	0	0.848	0.890
CD160	HLA-C	9606.ENSP00000358294	9606.ENSP00000365402	0	0	0	0	0	0	0.500	0.889	0.942
CD160	HLA-G	9606.ENSP00000358294	9606.ENSP00000366024	0	0	0	0	0.070	0	0.500	0.985	0.992
CD177	ITGAM	9606.ENSP00000479536	9606.ENSP00000496959	0	0	0	0	0.058	0.292	0	0.740	0.811
CD180	TLR2	9606.ENSP00000256447	9606.ENSP00000260010	0	0	0	0	0.159	0	0	0.853	0.871
CD180	TLR4	9606.ENSP00000256447	9606.ENSP00000363089	0	0	0.121	0.685	0.148	0	0.400	0.813	0.904
CD180	LY96	9606.ENSP00000256447	9606.ENSP00000284818	0	0	0	0	0.074	0.129	0.400	0.861	0.923
CD180	LY86	9606.ENSP00000256447	9606.ENSP00000369286	0	0	0.286	0	0.423	0.969	0.900	0.999	0.999
CD19	CD4	9606.ENSP00000313419	9606.ENSP00000011653	0	0	0	0	0.121	0	0	0.931	0.936
CD19	TNFRSF17	9606.ENSP00000313419	9606.ENSP00000053243	0	0	0	0	0.324	0	0	0.668	0.765
CD19	CD79A	9606.ENSP00000313419	9606.ENSP00000221972	0	0	0	0	0.829	0.292	0.500	0.970	0.998
CD19	IL2	9606.ENSP00000313419	9606.ENSP00000226730	0	0	0	0	0.042	0	0	0.824	0.824
CD19	TNFRSF13B	9606.ENSP00000313419	9606.ENSP00000261652	0	0	0	0	0.451	0	0	0.667	0.809
